Used_Items,Bay_capacity,Hour_of_the_day,Quarter_of_the_day,date_of_month,the_day_of_the_Week,week_of_the_month,holiday,Date,Fact_id,company_id,store_id,Bay_id,Trolley_id,Month_of_the_year,quarter_of_the_year,Year
144,150,24,4,23,1,4,1,10/23/2016,92,1,2,6,1,10,4,2016
148,150,6,1,24,2,4,0,10/24/2016,93,1,2,6,1,10,4,2016
145,150,12,2,24,2,4,0,10/24/2016,94,1,2,6,1,10,4,2016
142,150,18,3,24,2,4,0,10/24/2016,95,1,2,6,1,10,4,2016
149,150,24,4,24,2,4,0,10/24/2016,96,1,2,6,1,10,4,2016
143,150,6,1,25,3,4,0,10/25/2016,97,1,2,6,1,10,4,2016
149,150,12,2,25,3,4,0,10/25/2016,98,1,2,6,1,10,4,2016
144,150,18,3,25,3,4,0,10/25/2016,99,1,2,6,1,10,4,2016
144,150,24,4,25,3,4,0,10/25/2016,100,1,2,6,1,10,4,2016
143,150,6,1,26,4,4,0,10/26/2016,101,1,2,6,1,10,4,2016
149,150,12,2,26,4,4,0,10/26/2016,102,1,2,6,1,10,4,2016
145,150,18,3,26,4,4,0,10/26/2016,103,1,2,6,1,10,4,2016
146,150,24,4,26,4,4,0,10/26/2016,104,1,2,6,1,10,4,2016
148,150,6,1,27,5,4,0,10/27/2016,105,1,2,6,1,10,4,2016
145,150,12,2,27,5,4,0,10/27/2016,106,1,2,6,1,10,4,2016
149,150,18,3,27,5,4,0,10/27/2016,107,1,2,6,1,10,4,2016
141,150,24,4,27,5,4,0,10/27/2016,108,1,2,6,1,10,4,2016
141,150,6,1,28,6,4,0,10/28/2016,109,1,2,6,1,10,4,2016
146,150,12,2,28,6,4,0,10/28/2016,110,1,2,6,1,10,4,2016
147,150,18,3,28,6,4,0,10/28/2016,111,1,2,6,1,10,4,2016
148,150,24,4,28,6,4,0,10/28/2016,112,1,2,6,1,10,4,2016
145,150,6,1,29,7,5,1,10/29/2016,113,1,2,6,1,10,4,2016
141,150,12,2,29,7,5,1,10/29/2016,114,1,2,6,1,10,4,2016
144,150,18,3,29,7,5,1,10/29/2016,115,1,2,6,1,10,4,2016
150,150,24,4,29,7,5,1,10/29/2016,116,1,2,6,1,10,4,2016
149,150,6,1,30,1,5,1,10/30/2016,117,1,2,6,1,10,4,2016
140,150,12,2,30,1,5,1,10/30/2016,118,1,2,6,1,10,4,2016
149,150,18,3,30,1,5,1,10/30/2016,119,1,2,6,1,10,4,2016
145,150,24,4,30,1,5,1,10/30/2016,120,1,2,6,1,10,4,2016
122,125,6,1,1,7,1,1,10/1/2016,1,1,2,7,1,10,4,2016
107,125,12,2,1,7,1,1,10/1/2016,2,1,2,7,1,10,4,2016
104,125,18,3,1,7,1,1,10/1/2016,3,1,2,7,1,10,4,2016
109,125,24,4,1,7,1,1,10/1/2016,4,1,2,7,1,10,4,2016
113,125,6,1,2,1,1,1,10/2/2016,5,1,2,7,1,10,4,2016
122,125,12,2,2,1,1,1,10/2/2016,6,1,2,7,1,10,4,2016
114,125,18,3,2,1,1,1,10/2/2016,7,1,2,7,1,10,4,2016
106,125,24,4,2,1,1,1,10/2/2016,8,1,2,7,1,10,4,2016
109,125,6,1,3,2,1,0,10/3/2016,9,1,2,7,1,10,4,2016
109,125,12,2,3,2,1,0,10/3/2016,10,1,2,7,1,10,4,2016
111,125,18,3,3,2,1,0,10/3/2016,11,1,2,7,1,10,4,2016
106,125,24,4,3,2,1,0,10/3/2016,12,1,2,7,1,10,4,2016
120,125,6,1,4,3,1,0,10/4/2016,13,1,2,7,1,10,4,2016
117,125,12,2,4,3,1,0,10/4/2016,14,1,2,7,1,10,4,2016
100,125,18,3,4,3,1,0,10/4/2016,15,1,2,7,1,10,4,2016
109,125,24,4,4,3,1,0,10/4/2016,16,1,2,7,1,10,4,2016
107,125,6,1,5,4,1,0,10/5/2016,17,1,2,7,1,10,4,2016
113,125,12,2,5,4,1,0,10/5/2016,18,1,2,7,1,10,4,2016
113,125,18,3,5,4,1,0,10/5/2016,19,1,2,7,1,10,4,2016
118,125,24,4,5,4,1,0,10/5/2016,20,1,2,7,1,10,4,2016
125,125,6,1,6,5,1,0,10/6/2016,21,1,2,7,1,10,4,2016
118,125,12,2,6,5,1,0,10/6/2016,22,1,2,7,1,10,4,2016
125,125,18,3,6,5,1,0,10/6/2016,23,1,2,7,1,10,4,2016
112,125,24,4,6,5,1,0,10/6/2016,24,1,2,7,1,10,4,2016
112,125,6,1,7,6,1,0,10/7/2016,25,1,2,7,1,10,4,2016
118,125,12,2,7,6,1,0,10/7/2016,26,1,2,7,1,10,4,2016
111,125,18,3,7,6,1,0,10/7/2016,27,1,2,7,1,10,4,2016
119,125,24,4,7,6,1,0,10/7/2016,28,1,2,7,1,10,4,2016
118,125,6,1,8,7,2,1,10/8/2016,29,1,2,7,1,10,4,2016
122,125,12,2,8,7,2,1,10/8/2016,30,1,2,7,1,10,4,2016
111,125,18,3,8,7,2,1,10/8/2016,31,1,2,7,1,10,4,2016
117,125,24,4,8,7,2,1,10/8/2016,32,1,2,7,1,10,4,2016
111,125,6,1,9,1,2,1,10/9/2016,33,1,2,7,1,10,4,2016
118,125,12,2,9,1,2,1,10/9/2016,34,1,2,7,1,10,4,2016
108,125,18,3,9,1,2,1,10/9/2016,35,1,2,7,1,10,4,2016
116,125,24,4,9,1,2,1,10/9/2016,36,1,2,7,1,10,4,2016
121,125,6,1,10,2,2,0,10/10/2016,37,1,2,7,1,10,4,2016
106,125,12,2,10,2,2,0,10/10/2016,38,1,2,7,1,10,4,2016
107,125,18,3,10,2,2,0,10/10/2016,39,1,2,7,1,10,4,2016
106,125,24,4,10,2,2,0,10/10/2016,40,1,2,7,1,10,4,2016
103,125,6,1,11,3,2,0,10/11/2016,41,1,2,7,1,10,4,2016
111,125,12,2,11,3,2,0,10/11/2016,42,1,2,7,1,10,4,2016
107,125,18,3,11,3,2,0,10/11/2016,43,1,2,7,1,10,4,2016
112,125,24,4,11,3,2,0,10/11/2016,44,1,2,7,1,10,4,2016
107,125,6,1,12,4,2,0,10/12/2016,45,1,2,7,1,10,4,2016
103,125,12,2,12,4,2,0,10/12/2016,46,1,2,7,1,10,4,2016
118,125,18,3,12,4,2,0,10/12/2016,47,1,2,7,1,10,4,2016
117,125,24,4,12,4,2,0,10/12/2016,48,1,2,7,1,10,4,2016
106,125,6,1,13,5,2,0,10/13/2016,49,1,2,7,1,10,4,2016
105,125,12,2,13,5,2,0,10/13/2016,50,1,2,7,1,10,4,2016
113,125,18,3,13,5,2,0,10/13/2016,51,1,2,7,1,10,4,2016
104,125,24,4,13,5,2,0,10/13/2016,52,1,2,7,1,10,4,2016
125,125,6,1,14,6,2,0,10/14/2016,53,1,2,7,1,10,4,2016
120,125,12,2,14,6,2,0,10/14/2016,54,1,2,7,1,10,4,2016
117,125,18,3,14,6,2,0,10/14/2016,55,1,2,7,1,10,4,2016
121,125,24,4,14,6,2,0,10/14/2016,56,1,2,7,1,10,4,2016
103,125,6,1,15,7,3,1,10/15/2016,57,1,2,7,1,10,4,2016
123,125,12,2,15,7,3,1,10/15/2016,58,1,2,7,1,10,4,2016
120,125,18,3,15,7,3,1,10/15/2016,59,1,2,7,1,10,4,2016
102,125,24,4,15,7,3,1,10/15/2016,60,1,2,7,1,10,4,2016
109,125,6,1,16,1,3,1,10/16/2016,61,1,2,7,1,10,4,2016
107,125,12,2,16,1,3,1,10/16/2016,62,1,2,7,1,10,4,2016
120,125,18,3,16,1,3,1,10/16/2016,63,1,2,7,1,10,4,2016
124,125,24,4,16,1,3,1,10/16/2016,64,1,2,7,1,10,4,2016
104,125,6,1,17,2,3,0,10/17/2016,65,1,2,7,1,10,4,2016
109,125,12,2,17,2,3,0,10/17/2016,66,1,2,7,1,10,4,2016
102,125,18,3,17,2,3,0,10/17/2016,67,1,2,7,1,10,4,2016
114,125,24,4,17,2,3,0,10/17/2016,68,1,2,7,1,10,4,2016
115,125,6,1,18,3,3,0,10/18/2016,69,1,2,7,1,10,4,2016
115,125,12,2,18,3,3,0,10/18/2016,70,1,2,7,1,10,4,2016
120,125,18,3,18,3,3,0,10/18/2016,71,1,2,7,1,10,4,2016
115,125,24,4,18,3,3,0,10/18/2016,72,1,2,7,1,10,4,2016
100,125,6,1,19,4,3,0,10/19/2016,73,1,2,7,1,10,4,2016
115,125,12,2,19,4,3,0,10/19/2016,74,1,2,7,1,10,4,2016
117,125,18,3,19,4,3,0,10/19/2016,75,1,2,7,1,10,4,2016
122,125,24,4,19,4,3,0,10/19/2016,76,1,2,7,1,10,4,2016
104,125,6,1,20,5,3,0,10/20/2016,77,1,2,7,1,10,4,2016
114,125,12,2,20,5,3,0,10/20/2016,78,1,2,7,1,10,4,2016
101,125,18,3,20,5,3,0,10/20/2016,79,1,2,7,1,10,4,2016
109,125,24,4,20,5,3,0,10/20/2016,80,1,2,7,1,10,4,2016
124,125,6,1,21,6,3,0,10/21/2016,81,1,2,7,1,10,4,2016
116,125,12,2,21,6,3,0,10/21/2016,82,1,2,7,1,10,4,2016
109,125,18,3,21,6,3,0,10/21/2016,83,1,2,7,1,10,4,2016
114,125,24,4,21,6,3,0,10/21/2016,84,1,2,7,1,10,4,2016
117,125,6,1,22,7,4,1,10/22/2016,85,1,2,7,1,10,4,2016
122,125,12,2,22,7,4,1,10/22/2016,86,1,2,7,1,10,4,2016
121,125,18,3,22,7,4,1,10/22/2016,87,1,2,7,1,10,4,2016
115,125,24,4,22,7,4,1,10/22/2016,88,1,2,7,1,10,4,2016
121,125,6,1,23,1,4,1,10/23/2016,89,1,2,7,1,10,4,2016
111,125,12,2,23,1,4,1,10/23/2016,90,1,2,7,1,10,4,2016
118,125,18,3,23,1,4,1,10/23/2016,91,1,2,7,1,10,4,2016
125,125,24,4,23,1,4,1,10/23/2016,92,1,2,7,1,10,4,2016
120,125,6,1,24,2,4,0,10/24/2016,93,1,2,7,1,10,4,2016
106,125,12,2,24,2,4,0,10/24/2016,94,1,2,7,1,10,4,2016
121,125,18,3,24,2,4,0,10/24/2016,95,1,2,7,1,10,4,2016
102,125,24,4,24,2,4,0,10/24/2016,96,1,2,7,1,10,4,2016
100,125,6,1,25,3,4,0,10/25/2016,97,1,2,7,1,10,4,2016
112,125,12,2,25,3,4,0,10/25/2016,98,1,2,7,1,10,4,2016
107,125,18,3,25,3,4,0,10/25/2016,99,1,2,7,1,10,4,2016
125,125,24,4,25,3,4,0,10/25/2016,100,1,2,7,1,10,4,2016
123,125,6,1,26,4,4,0,10/26/2016,101,1,2,7,1,10,4,2016
103,125,12,2,26,4,4,0,10/26/2016,102,1,2,7,1,10,4,2016
124,125,18,3,26,4,4,0,10/26/2016,103,1,2,7,1,10,4,2016
118,125,24,4,26,4,4,0,10/26/2016,104,1,2,7,1,10,4,2016
110,125,6,1,27,5,4,0,10/27/2016,105,1,2,7,1,10,4,2016
102,125,12,2,27,5,4,0,10/27/2016,106,1,2,7,1,10,4,2016
117,125,18,3,27,5,4,0,10/27/2016,107,1,2,7,1,10,4,2016
123,125,24,4,27,5,4,0,10/27/2016,108,1,2,7,1,10,4,2016
108,125,6,1,28,6,4,0,10/28/2016,109,1,2,7,1,10,4,2016
113,125,12,2,28,6,4,0,10/28/2016,110,1,2,7,1,10,4,2016
120,125,18,3,28,6,4,0,10/28/2016,111,1,2,7,1,10,4,2016
125,125,24,4,28,6,4,0,10/28/2016,112,1,2,7,1,10,4,2016
120,125,6,1,29,7,5,1,10/29/2016,113,1,2,7,1,10,4,2016
115,125,12,2,29,7,5,1,10/29/2016,114,1,2,7,1,10,4,2016
111,125,18,3,29,7,5,1,10/29/2016,115,1,2,7,1,10,4,2016
123,125,24,4,29,7,5,1,10/29/2016,116,1,2,7,1,10,4,2016
107,125,6,1,30,1,5,1,10/30/2016,117,1,2,7,1,10,4,2016
106,125,12,2,30,1,5,1,10/30/2016,118,1,2,7,1,10,4,2016
112,125,18,3,30,1,5,1,10/30/2016,119,1,2,7,1,10,4,2016
100,125,24,4,30,1,5,1,10/30/2016,120,1,2,7,1,10,4,2016
95,100,6,1,1,7,1,1,10/1/2016,1,1,2,8,1,10,4,2016
100,100,12,2,1,7,1,1,10/1/2016,2,1,2,8,1,10,4,2016
94,100,18,3,1,7,1,1,10/1/2016,3,1,2,8,1,10,4,2016
95,100,24,4,1,7,1,1,10/1/2016,4,1,2,8,1,10,4,2016
97,100,6,1,2,1,1,1,10/2/2016,5,1,2,8,1,10,4,2016
98,100,12,2,2,1,1,1,10/2/2016,6,1,2,8,1,10,4,2016
99,100,18,3,2,1,1,1,10/2/2016,7,1,2,8,1,10,4,2016
98,100,24,4,2,1,1,1,10/2/2016,8,1,2,8,1,10,4,2016
92,100,6,1,3,2,1,0,10/3/2016,9,1,2,8,1,10,4,2016
94,100,12,2,3,2,1,0,10/3/2016,10,1,2,8,1,10,4,2016
92,100,18,3,3,2,1,0,10/3/2016,11,1,2,8,1,10,4,2016
91,100,24,4,3,2,1,0,10/3/2016,12,1,2,8,1,10,4,2016
99,100,6,1,4,3,1,0,10/4/2016,13,1,2,8,1,10,4,2016
90,100,12,2,4,3,1,0,10/4/2016,14,1,2,8,1,10,4,2016
96,100,18,3,4,3,1,0,10/4/2016,15,1,2,8,1,10,4,2016
97,100,24,4,4,3,1,0,10/4/2016,16,1,2,8,1,10,4,2016
97,100,6,1,5,4,1,0,10/5/2016,17,1,2,8,1,10,4,2016
95,100,12,2,5,4,1,0,10/5/2016,18,1,2,8,1,10,4,2016
91,100,18,3,5,4,1,0,10/5/2016,19,1,2,8,1,10,4,2016
97,100,24,4,5,4,1,0,10/5/2016,20,1,2,8,1,10,4,2016
98,100,6,1,6,5,1,0,10/6/2016,21,1,2,8,1,10,4,2016
95,100,12,2,6,5,1,0,10/6/2016,22,1,2,8,1,10,4,2016
98,100,18,3,6,5,1,0,10/6/2016,23,1,2,8,1,10,4,2016
99,100,24,4,6,5,1,0,10/6/2016,24,1,2,8,1,10,4,2016
98,100,6,1,7,6,1,0,10/7/2016,25,1,2,8,1,10,4,2016
99,100,12,2,7,6,1,0,10/7/2016,26,1,2,8,1,10,4,2016
97,100,18,3,7,6,1,0,10/7/2016,27,1,2,8,1,10,4,2016
91,100,24,4,7,6,1,0,10/7/2016,28,1,2,8,1,10,4,2016
91,100,6,1,8,7,2,1,10/8/2016,29,1,2,8,1,10,4,2016
92,100,12,2,8,7,2,1,10/8/2016,30,1,2,8,1,10,4,2016
90,100,18,3,8,7,2,1,10/8/2016,31,1,2,8,1,10,4,2016
94,100,24,4,8,7,2,1,10/8/2016,32,1,2,8,1,10,4,2016
98,100,6,1,9,1,2,1,10/9/2016,33,1,2,8,1,10,4,2016
98,100,12,2,9,1,2,1,10/9/2016,34,1,2,8,1,10,4,2016
96,100,18,3,9,1,2,1,10/9/2016,35,1,2,8,1,10,4,2016
98,100,24,4,9,1,2,1,10/9/2016,36,1,2,8,1,10,4,2016
96,100,6,1,10,2,2,0,10/10/2016,37,1,2,8,1,10,4,2016
100,100,12,2,10,2,2,0,10/10/2016,38,1,2,8,1,10,4,2016
92,100,18,3,10,2,2,0,10/10/2016,39,1,2,8,1,10,4,2016
97,100,24,4,10,2,2,0,10/10/2016,40,1,2,8,1,10,4,2016
100,100,6,1,11,3,2,0,10/11/2016,41,1,2,8,1,10,4,2016
91,100,12,2,11,3,2,0,10/11/2016,42,1,2,8,1,10,4,2016
92,100,18,3,11,3,2,0,10/11/2016,43,1,2,8,1,10,4,2016
100,100,24,4,11,3,2,0,10/11/2016,44,1,2,8,1,10,4,2016
100,100,6,1,12,4,2,0,10/12/2016,45,1,2,8,1,10,4,2016
90,100,12,2,12,4,2,0,10/12/2016,46,1,2,8,1,10,4,2016
99,100,18,3,12,4,2,0,10/12/2016,47,1,2,8,1,10,4,2016
95,100,24,4,12,4,2,0,10/12/2016,48,1,2,8,1,10,4,2016
95,100,6,1,13,5,2,0,10/13/2016,49,1,2,8,1,10,4,2016
91,100,12,2,13,5,2,0,10/13/2016,50,1,2,8,1,10,4,2016
99,100,18,3,13,5,2,0,10/13/2016,51,1,2,8,1,10,4,2016
98,100,24,4,13,5,2,0,10/13/2016,52,1,2,8,1,10,4,2016
97,100,6,1,14,6,2,0,10/14/2016,53,1,2,8,1,10,4,2016
94,100,12,2,14,6,2,0,10/14/2016,54,1,2,8,1,10,4,2016
97,100,18,3,14,6,2,0,10/14/2016,55,1,2,8,1,10,4,2016
93,100,24,4,14,6,2,0,10/14/2016,56,1,2,8,1,10,4,2016
99,100,6,1,15,7,3,1,10/15/2016,57,1,2,8,1,10,4,2016
96,100,12,2,15,7,3,1,10/15/2016,58,1,2,8,1,10,4,2016
93,100,18,3,15,7,3,1,10/15/2016,59,1,2,8,1,10,4,2016
100,100,24,4,15,7,3,1,10/15/2016,60,1,2,8,1,10,4,2016
99,100,6,1,16,1,3,1,10/16/2016,61,1,2,8,1,10,4,2016
93,100,12,2,16,1,3,1,10/16/2016,62,1,2,8,1,10,4,2016
95,100,18,3,16,1,3,1,10/16/2016,63,1,2,8,1,10,4,2016
99,100,24,4,16,1,3,1,10/16/2016,64,1,2,8,1,10,4,2016
91,100,6,1,17,2,3,0,10/17/2016,65,1,2,8,1,10,4,2016
97,100,12,2,17,2,3,0,10/17/2016,66,1,2,8,1,10,4,2016
99,100,18,3,17,2,3,0,10/17/2016,67,1,2,8,1,10,4,2016
91,100,24,4,17,2,3,0,10/17/2016,68,1,2,8,1,10,4,2016
99,100,6,1,18,3,3,0,10/18/2016,69,1,2,8,1,10,4,2016
99,100,12,2,18,3,3,0,10/18/2016,70,1,2,8,1,10,4,2016
97,100,18,3,18,3,3,0,10/18/2016,71,1,2,8,1,10,4,2016
91,100,24,4,18,3,3,0,10/18/2016,72,1,2,8,1,10,4,2016
91,100,6,1,19,4,3,0,10/19/2016,73,1,2,8,1,10,4,2016
97,100,12,2,19,4,3,0,10/19/2016,74,1,2,8,1,10,4,2016
94,100,18,3,19,4,3,0,10/19/2016,75,1,2,8,1,10,4,2016
92,100,24,4,19,4,3,0,10/19/2016,76,1,2,8,1,10,4,2016
91,100,6,1,20,5,3,0,10/20/2016,77,1,2,8,1,10,4,2016
98,100,12,2,20,5,3,0,10/20/2016,78,1,2,8,1,10,4,2016
98,100,18,3,20,5,3,0,10/20/2016,79,1,2,8,1,10,4,2016
98,100,24,4,20,5,3,0,10/20/2016,80,1,2,8,1,10,4,2016
96,100,6,1,21,6,3,0,10/21/2016,81,1,2,8,1,10,4,2016
92,100,12,2,21,6,3,0,10/21/2016,82,1,2,8,1,10,4,2016
93,100,18,3,21,6,3,0,10/21/2016,83,1,2,8,1,10,4,2016
91,100,24,4,21,6,3,0,10/21/2016,84,1,2,8,1,10,4,2016
100,100,6,1,22,7,4,1,10/22/2016,85,1,2,8,1,10,4,2016
100,100,12,2,22,7,4,1,10/22/2016,86,1,2,8,1,10,4,2016
98,100,18,3,22,7,4,1,10/22/2016,87,1,2,8,1,10,4,2016
95,100,24,4,22,7,4,1,10/22/2016,88,1,2,8,1,10,4,2016
90,100,6,1,23,1,4,1,10/23/2016,89,1,2,8,1,10,4,2016
100,100,12,2,23,1,4,1,10/23/2016,90,1,2,8,1,10,4,2016
91,100,18,3,23,1,4,1,10/23/2016,91,1,2,8,1,10,4,2016
100,100,24,4,23,1,4,1,10/23/2016,92,1,2,8,1,10,4,2016
93,100,6,1,24,2,4,0,10/24/2016,93,1,2,8,1,10,4,2016
98,100,12,2,24,2,4,0,10/24/2016,94,1,2,8,1,10,4,2016
92,100,18,3,24,2,4,0,10/24/2016,95,1,2,8,1,10,4,2016
91,100,24,4,24,2,4,0,10/24/2016,96,1,2,8,1,10,4,2016
92,100,6,1,25,3,4,0,10/25/2016,97,1,2,8,1,10,4,2016
97,100,12,2,25,3,4,0,10/25/2016,98,1,2,8,1,10,4,2016
95,100,18,3,25,3,4,0,10/25/2016,99,1,2,8,1,10,4,2016
99,100,24,4,25,3,4,0,10/25/2016,100,1,2,8,1,10,4,2016
95,100,6,1,26,4,4,0,10/26/2016,101,1,2,8,1,10,4,2016
96,100,12,2,26,4,4,0,10/26/2016,102,1,2,8,1,10,4,2016
100,100,18,3,26,4,4,0,10/26/2016,103,1,2,8,1,10,4,2016
91,100,24,4,26,4,4,0,10/26/2016,104,1,2,8,1,10,4,2016
97,100,6,1,27,5,4,0,10/27/2016,105,1,2,8,1,10,4,2016
98,100,12,2,27,5,4,0,10/27/2016,106,1,2,8,1,10,4,2016
95,100,18,3,27,5,4,0,10/27/2016,107,1,2,8,1,10,4,2016
95,100,24,4,27,5,4,0,10/27/2016,108,1,2,8,1,10,4,2016
94,100,6,1,28,6,4,0,10/28/2016,109,1,2,8,1,10,4,2016
98,100,12,2,28,6,4,0,10/28/2016,110,1,2,8,1,10,4,2016
90,100,18,3,28,6,4,0,10/28/2016,111,1,2,8,1,10,4,2016
91,100,24,4,28,6,4,0,10/28/2016,112,1,2,8,1,10,4,2016
99,100,6,1,29,7,5,1,10/29/2016,113,1,2,8,1,10,4,2016
94,100,12,2,29,7,5,1,10/29/2016,114,1,2,8,1,10,4,2016
95,100,18,3,29,7,5,1,10/29/2016,115,1,2,8,1,10,4,2016
97,100,24,4,29,7,5,1,10/29/2016,116,1,2,8,1,10,4,2016
95,100,6,1,30,1,5,1,10/30/2016,117,1,2,8,1,10,4,2016
99,100,12,2,30,1,5,1,10/30/2016,118,1,2,8,1,10,4,2016
97,100,18,3,30,1,5,1,10/30/2016,119,1,2,8,1,10,4,2016
94,100,24,4,30,1,5,1,10/30/2016,120,1,2,8,1,10,4,2016
29,50,6,1,1,7,1,1,10/1/2016,1,1,3,9,1,10,4,2016
27,50,12,2,1,7,1,1,10/1/2016,2,1,3,9,1,10,4,2016
25,50,18,3,1,7,1,1,10/1/2016,3,1,3,9,1,10,4,2016
34,50,24,4,1,7,1,1,10/1/2016,4,1,3,9,1,10,4,2016
30,50,6,1,2,1,1,1,10/2/2016,5,1,3,9,1,10,4,2016
27,50,12,2,2,1,1,1,10/2/2016,6,1,3,9,1,10,4,2016
35,50,18,3,2,1,1,1,10/2/2016,7,1,3,9,1,10,4,2016
28,50,24,4,2,1,1,1,10/2/2016,8,1,3,9,1,10,4,2016
37,50,6,1,3,2,1,0,10/3/2016,9,1,3,9,1,10,4,2016
29,50,12,2,3,2,1,0,10/3/2016,10,1,3,9,1,10,4,2016
41,50,18,3,3,2,1,0,10/3/2016,11,1,3,9,1,10,4,2016
25,50,24,4,3,2,1,0,10/3/2016,12,1,3,9,1,10,4,2016
45,50,6,1,4,3,1,0,10/4/2016,13,1,3,9,1,10,4,2016
46,50,12,2,4,3,1,0,10/4/2016,14,1,3,9,1,10,4,2016
43,50,18,3,4,3,1,0,10/4/2016,15,1,3,9,1,10,4,2016
50,50,24,4,4,3,1,0,10/4/2016,16,1,3,9,1,10,4,2016
46,50,6,1,5,4,1,0,10/5/2016,17,1,3,9,1,10,4,2016
45,50,12,2,5,4,1,0,10/5/2016,18,1,3,9,1,10,4,2016
39,50,18,3,5,4,1,0,10/5/2016,19,1,3,9,1,10,4,2016
35,50,24,4,5,4,1,0,10/5/2016,20,1,3,9,1,10,4,2016
28,50,6,1,6,5,1,0,10/6/2016,21,1,3,9,1,10,4,2016
37,50,12,2,6,5,1,0,10/6/2016,22,1,3,9,1,10,4,2016
49,50,18,3,6,5,1,0,10/6/2016,23,1,3,9,1,10,4,2016
45,50,24,4,6,5,1,0,10/6/2016,24,1,3,9,1,10,4,2016
49,50,6,1,7,6,1,0,10/7/2016,25,1,3,9,1,10,4,2016
43,50,12,2,7,6,1,0,10/7/2016,26,1,3,9,1,10,4,2016
29,50,18,3,7,6,1,0,10/7/2016,27,1,3,9,1,10,4,2016
37,50,24,4,7,6,1,0,10/7/2016,28,1,3,9,1,10,4,2016
26,50,6,1,8,7,2,1,10/8/2016,29,1,3,9,1,10,4,2016
30,50,12,2,8,7,2,1,10/8/2016,30,1,3,9,1,10,4,2016
34,50,18,3,8,7,2,1,10/8/2016,31,1,3,9,1,10,4,2016
33,50,24,4,8,7,2,1,10/8/2016,32,1,3,9,1,10,4,2016
26,50,6,1,9,1,2,1,10/9/2016,33,1,3,9,1,10,4,2016
30,50,12,2,9,1,2,1,10/9/2016,34,1,3,9,1,10,4,2016
25,50,18,3,9,1,2,1,10/9/2016,35,1,3,9,1,10,4,2016
28,50,24,4,9,1,2,1,10/9/2016,36,1,3,9,1,10,4,2016
35,50,6,1,10,2,2,0,10/10/2016,37,1,3,9,1,10,4,2016
37,50,12,2,10,2,2,0,10/10/2016,38,1,3,9,1,10,4,2016
29,50,18,3,10,2,2,0,10/10/2016,39,1,3,9,1,10,4,2016
43,50,24,4,10,2,2,0,10/10/2016,40,1,3,9,1,10,4,2016
50,50,6,1,11,3,2,0,10/11/2016,41,1,3,9,1,10,4,2016
34,50,12,2,11,3,2,0,10/11/2016,42,1,3,9,1,10,4,2016
40,50,18,3,11,3,2,0,10/11/2016,43,1,3,9,1,10,4,2016
43,50,24,4,11,3,2,0,10/11/2016,44,1,3,9,1,10,4,2016
41,50,6,1,12,4,2,0,10/12/2016,45,1,3,9,1,10,4,2016
38,50,12,2,12,4,2,0,10/12/2016,46,1,3,9,1,10,4,2016
34,50,18,3,12,4,2,0,10/12/2016,47,1,3,9,1,10,4,2016
31,50,24,4,12,4,2,0,10/12/2016,48,1,3,9,1,10,4,2016
47,50,6,1,13,5,2,0,10/13/2016,49,1,3,9,1,10,4,2016
29,50,12,2,13,5,2,0,10/13/2016,50,1,3,9,1,10,4,2016
36,50,18,3,13,5,2,0,10/13/2016,51,1,3,9,1,10,4,2016
41,50,24,4,13,5,2,0,10/13/2016,52,1,3,9,1,10,4,2016
47,50,6,1,14,6,2,0,10/14/2016,53,1,3,9,1,10,4,2016
49,50,12,2,14,6,2,0,10/14/2016,54,1,3,9,1,10,4,2016
35,50,18,3,14,6,2,0,10/14/2016,55,1,3,9,1,10,4,2016
31,50,24,4,14,6,2,0,10/14/2016,56,1,3,9,1,10,4,2016
26,50,6,1,15,7,3,1,10/15/2016,57,1,3,9,1,10,4,2016
27,50,12,2,15,7,3,1,10/15/2016,58,1,3,9,1,10,4,2016
32,50,18,3,15,7,3,1,10/15/2016,59,1,3,9,1,10,4,2016
26,50,24,4,15,7,3,1,10/15/2016,60,1,3,9,1,10,4,2016
34,50,6,1,16,1,3,1,10/16/2016,61,1,3,9,1,10,4,2016
28,50,12,2,16,1,3,1,10/16/2016,62,1,3,9,1,10,4,2016
33,50,18,3,16,1,3,1,10/16/2016,63,1,3,9,1,10,4,2016
32,50,24,4,16,1,3,1,10/16/2016,64,1,3,9,1,10,4,2016
43,50,6,1,17,2,3,0,10/17/2016,65,1,3,9,1,10,4,2016
37,50,12,2,17,2,3,0,10/17/2016,66,1,3,9,1,10,4,2016
29,50,18,3,17,2,3,0,10/17/2016,67,1,3,9,1,10,4,2016
50,50,24,4,17,2,3,0,10/17/2016,68,1,3,9,1,10,4,2016
29,50,6,1,18,3,3,0,10/18/2016,69,1,3,9,1,10,4,2016
29,50,12,2,18,3,3,0,10/18/2016,70,1,3,9,1,10,4,2016
42,50,18,3,18,3,3,0,10/18/2016,71,1,3,9,1,10,4,2016
37,50,24,4,18,3,3,0,10/18/2016,72,1,3,9,1,10,4,2016
38,50,6,1,19,4,3,0,10/19/2016,73,1,3,9,1,10,4,2016
30,50,12,2,19,4,3,0,10/19/2016,74,1,3,9,1,10,4,2016
35,50,18,3,19,4,3,0,10/19/2016,75,1,3,9,1,10,4,2016
47,50,24,4,19,4,3,0,10/19/2016,76,1,3,9,1,10,4,2016
25,50,6,1,20,5,3,0,10/20/2016,77,1,3,9,1,10,4,2016
41,50,12,2,20,5,3,0,10/20/2016,78,1,3,9,1,10,4,2016
